relid,release_date,ministry,title,discovered_by_term,discovered_in_round,n_terms,all_matched_terms,url
289112,2026-05-21,Ministry of Youth Affairs and Sports,BRICS Youth Entrepreneurship Working Group Meeting concludes in Indore under India’s BRICS Chairship,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289112
289130,2026-05-20,Prime Minister's Office,English Translation of Prime Minister's Acceptance Speech for the FAO Agricola Medal,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289130
289136,2026-05-22,Ministry of Science & Technology,One Lakh Engineering Jobs Expected from India’s Expanding Data Centre Sector: Dr Jitendra Singh,AI,0,3,AI | artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289136
289139,2026-05-22,Ministry of Home Affairs,Union Home Minister and Minister of Cooperation Shri Amit Shah attends BSF Investiture Ceremony and Rustamji Memorial Lecture in New Delhi as Chief Guest,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289139
289140,2026-05-22,Ministry of Food Processing Industries,"Media Interaction on PMFME Scheme by Shri Devesh Deval highlights achievements in empowering Micro Food Processing Enterprises, Women Entrepreneurs and Rural Livelihoods",provides structured training,1,1,provides structured training,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289140
289148,2026-05-22,Ministry of Social Justice & Empowerment,Ministry of Social Justice & Empowerment Successfully Hosts National Workshop on “Creating a Well-Functioning Care Economy” through virtual mode,social good,1,1,social good,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289148
289149,2026-05-22,Ministry of Jal Shakti,DDWS Holds a National Level Review Meeting with Deputy Commissioners/ District Magistrates/ Collectors on Jal Jeevan Mission 2.0 and Solid Waste Management Rules 2026 under Swachh Bharat Mission (Grameen),artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289149
289151,2026-05-22,Ministry of Communications,Department of Telecommunications organized Second Meeting of the BRICS Working Group for Cooperation in ICTs under India’s BRICS Presidency 2026,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289151
289153,2026-05-22,Ministry of Agriculture & Farmers Welfare,"Under PM Modi’s leadership, the Ministry of Agriculture and Rural Development are riding the “Reform Express""- Shri Shivraj Singh Chouhan",AI,0,3,AI | artificial intelligence | redressal systems,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289153
289155,2026-05-22,Ministry of Rural Development,"Under PM Modi’s leadership, the Ministry of Agriculture and Rural Development are riding the “Reform Express""- Shri Shivraj Singh Chouhan",AI,0,3,AI | artificial intelligence | redressal systems,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289155
289160,2026-05-22,President's Secretariat,PRESIDENT OF INDIA HOSTS PRESIDENT OF CYPRUS,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289160
289161,2026-05-22,Prime Minister's Office,Joint Statement on the State Visit of the President of the Republic of Cyprus,AI,0,2,AI | ethical and responsible,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289161
289165,2026-05-23,Ministry of Commerce & Industry,68th Session of the Governing Body Meeting of the Asian Productivity Organisation Concludes in New Delhi,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289165
289168,2026-05-23,Prime Minister's Office,"Prime Minister Shri Narendra Modi distributes more than 51,000 appointment letters to the newly appointed youth in Government Under Rozgar Mela",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289168
289169,2026-05-23,Prime Minister's Office,English rendering of PM’s address during distribution of appointment letters under Rozgar Mela,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289169
289171,2026-05-23,Ministry of Commerce & Industry,Union Minister of Commerce and Industry Shri Piyush Goyal Leads Business Delegation to Canada,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289171
289175,2026-05-23,"Ministry of Fisheries, Animal Husbandry & Dairying",India’s Cold Water Fisheries Emerging as a Key Pillar of the Blue Economy,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289175
289179,2026-05-23,Ministry of Defence,A nation that manufactures its own weaponry writes its own destiny: Raksha Mantri,automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289179
289180,2026-05-23,Ministry of Commerce & Industry,Union Minister of Commerce & Industry Shri Piyush Goyal to Visit Canada for High-Level Business Interactions and India–Canada CEPA Talks,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289180
289184,2026-05-23,Ministry of Shipping,"PM Narendra Modi distributes more than 51,000 appointment letters to the newly appointed youth in Government Under Rozgar Mela",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289184
289196,2026-05-24,NITI Aayog,NITI Aayog convenes the first meeting of the High Powered ‘Education to Employment and Enterprise’ Standing Committee,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289196
289202,2026-05-25,Ministry of Electronics & IT,Ministry of Electronics & IT and Indian School of Business convene the Governance Summit 2026 in Mohali,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289202
289204,2026-05-25,Ministry of Mines,G. Kishan Reddy Directs Agencies to Fast-Track Pending Mining & Exploration Projects During Bengaluru Review Meetings,AI,0,4,AI | ML | analytics | ensure that technology,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289204
289206,2026-05-25,Ministry of Statistics & Programme Implementation,Flash Report on Central Sector Infrastructure Projects worth ?150 crore and above,PAIMANA,1,1,PAIMANA,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289206
289210,2026-05-25,Ministry of Skill Development and Entrepreneurship,Union Minister Shri Jayant Chaudhary Sends Off India Contingent for 2026 Taipei Capital Cup WorldSkills Invitational Tournament,smart,0,3,smart | Automobile | worldskills,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289210
289211,2026-05-25,Ministry of Youth Affairs and Sports,Raksha Khadse Reviews Progress of National Sports University Campus and Interacts with Athletes in Imphal,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289211
289214,2026-05-25,Ministry of Petroleum & Natural Gas,Inter-Ministerial Briefing on Recent Developments in West Asia,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289214
289220,2026-05-25,"Ministry of Consumer Affairs, Food & Public Distribution",Department of Consumer Affairs holds stakeholder meeting on Different Pack Sizes for Edible Oils,ML,0,1,ML,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289220
289223,2026-05-25,Ministry of Science & Technology,"High-level delegation led by Dr Eva Ortega-Paíno, Secretary General, Ministry of Science, Innovation and Universities, Govt of Spain, calls on Union Minister Dr Jitendra Singh",artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289223
289226,2026-05-25,Ministry of Tourism,India Chairs Inaugural BRICS 2026 Tourism Working Group Meeting,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289226
289227,2026-05-25,Ministry of Communications,"India Post’s Revenue Surges to ?15,373 Crore in FY 2025–26; MoS Communications Dr. Chandra Sekhar Pemmasani Outlines Comprehensive Transformation Agenda",facial recognition,0,2,facial recognition | facial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289227
289228,2026-05-25,Ministry of Social Justice & Empowerment,MINISTRY OF SOCIAL JUSTICE AND EMPOWERMENT TO LAUNCH 'PM-AJAY' PORTAL AND PM-AJAY MOBILE APP FOR IMPLEMENTATION OF PRADHAN MANTRI ANUSUCHIT JAATI ABHYUDAY YOJNA (PM-AJAY) SCHEME,access control,1,1,access control,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289228
289236,2026-05-25,Ministry of Shipping,"Union Minister Sarbananda Sonowal Holds High-Level Review After PM-Led Council of Minister’s Meet; Focus on Reforms, Grievance Redressal, Digital Governance and Delivery",artificial intelligence,0,2,artificial intelligence | redressal systems,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289236
289237,2026-05-25,Ministry of Science & Technology,CSIR-NIScPR AND NIAS SIGN MoU TO STRENGTHEN COLLABORATION IN SCIENCE COMMUNICATION AND S&T POLICY RESEARCH,AI,0,2,AI | ethical use,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289237
289239,2026-05-26,Ministry of Youth Affairs and Sports,"Government Notifies National Sports Governance Board Rules and National Sports Tribunal Rules, 2026",techno legal,1,1,techno legal,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289239
289241,2026-05-26,Ministry of Commerce & Industry,Prime Minister of Canada Mr. Mark Carney Calls India-Canada CEPA a “Game Changer” as Shri Piyush Goyal Holds High-Level Talks in Ottawa,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289241
289245,2026-05-26,PIB Headquarters,Third India-Nordic Summit,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289245
289246,2026-05-26,Ministry of Labour & Employment,India–Japan Seminar Marks New Momentum in Workforce Cooperation,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289246
289252,2026-05-26,"Ministry of Fisheries, Animal Husbandry & Dairying","Regional Review Meeting For North East Region, Aizawl : Launch of MDCS Baseline Survey, Pig Farming Booklet and ASF Awareness Film",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289252
289258,2026-05-26,Ministry of Science & Technology,"Union Minister Dr Jitendra Singh Joins 150-Year Celebrations of IACS, Birthplace of Raman Effect and India’s First Nobel Prize in Science",artificial intelligence,0,2,artificial intelligence | retina,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289258
289263,2026-05-26,Ministry of Social Justice & Empowerment,Union Minister Dr. Virendra Kumar launches the PM-AJAY Portal & AJAY Mobile App to digitize and strengthen the implementation of SC welfare schemes.,access control,1,1,access control,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289263
289265,2026-05-26,"Ministry of Environment, Forest and Climate Change.",Union Environment Minister reviews Delhi-NCR Air Pollution Action Plan with Chief Minister (NCT Delhi),intelligent,0,4,intelligent | ANPR | border entry points | border entry,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289265
289280,2026-05-27,Ministry of Commerce & Industry,Union Minister Of Commerce And Industry Shri Piyush Goyal And Canadian Trade Minister Mr. Maninder Sidhu Reaffirm Commitment To USD 50 Billion Bilateral Trade Target And Early Conclusion Of India-Canada CEPA Talks,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289280
289281,2026-05-27,Ministry of Coal,Union Minister of State for Coal and Mines Shri Satish Chandra Dubey Reviews SECL Operations; Meets Chhattisgarh Chief Minister,automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289281
289284,2026-05-27,PIB Headquarters,Water Governance in Rural India,smart,0,2,smart | automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289284
289290,2026-05-27,Cabinet Committee on Economic Affairs (CCEA),Cabinet approves Integration and Continuation of two schemes viz. (i) “Assistance to State Agencies for intra-State movement of foodgrains and FPS dealers’ margin under NFSA” and (ii) “Scheme for Modernization and Reforms through Technology in Public Distribution System (SMART PDS)” under umbrella scheme SARTHAK-PDS,AI,0,8,AI | ML | artificial intelligence | intelligent | smart | analytics | machine learning | Blockchain,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289290
289292,2026-05-27,"Ministry of Consumer Affairs, Food & Public Distribution",Cabinet approves Integration and Continuation of two schemes viz. (i) “Assistance to State Agencies for intra-State movement of foodgrains and FPS dealers’ margin under NFSA” and (ii) “Scheme for Modernization and Reforms through Technology in Public Distribution System (SMART PDS)” under umbrella scheme SARTHAK-PDS,AI,0,8,AI | ML | artificial intelligence | intelligent | smart | analytics | machine learning | Blockchain,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289292
289296,2026-05-27,"Ministry of Personnel, Public Grievances & Pensions",Women Representation in IAS Reaches record 41%; Dr. Jitendra Singh Calls It Reflection of Democratisation of Opportunity in contemporary India,artificial intelligence,0,5,artificial intelligence | analytics | like mission karmayogi | governance challenges | like mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289296
289303,2026-05-27,Ministry of Science & Technology,"“TDB-DST Supports M/s IDT Innovation Technologies Pvt. Ltd., Nagpur for Commercialization of Indigenous Industrial AIoT Solutions”",artificial intelligence,0,5,artificial intelligence | intelligent | smart | predictive | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289303
289308,2026-05-27,Ministry of Agriculture & Farmers Welfare,Third Advance Estimates Reflect India’s Agricultural Strength; Union Minister Shri Shivraj Singh Chouhan Approves Record Crop Projections,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289308
289321,2026-05-27,Ministry of Jal Shakti,Union Minister of Jal Shakti C. R. Patil Reviews Drinking Water and Water Resources sector in Maharashtra,smart,0,2,smart | studies and technical,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289321
289326,2026-05-28,Ministry of Commerce & Industry,Union Minister Of Commerce And Industry Shri Piyush Goyal Concludes Landmark Canada Visit,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289326
289328,2026-05-28,Ministry of Panchayati Raj,Ministry of Panchayati Raj conducts Training of Trainers Program under ‘Nirbhay Raho’ Initiative to strengthen Women’s Safety in Rural Areas,Drishti,1,2,Drishti | raho,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289328
289333,2026-05-28,Ministry of Steel,SAIL Signs MoU with EdCIL to Establish Smart Digital Classrooms under SAIL’s CSR Initiative,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289333
289347,2026-05-28,Ministry of Electronics & IT,Union Minister Shri Ashwini Vaishnaw holds a high-level meeting with the industry on Revamp of the AI Curriculum,AI,0,7,AI | machine learning | compute | generative | gpu | model development | graphics processing,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289347
289351,2026-05-28,Ministry of Rural Development,"Shivraj Singh Chouhan Releases ?10,021 Crore Mother Sanction to 12 States under PMAY-G",redressal systems,1,1,redressal systems,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289351
289355,2026-05-28,Ministry of Science & Technology,Himalayan Economy Will Drive India’s Future Growth Towards Viksit Bharat 2047: Dr Jitendra Singh,artificial intelligence,0,2,artificial intelligence | machine learning,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289355
289362,2026-05-28,Ministry of Defence,India & Singapore explore new avenues to strengthen strategic ties during 16?? Defence Policy Dialogue,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289362
289375,2026-05-29,Ministry of Commerce & Industry,Union Minister of Commerce And Industry Shri Piyush Goyal Holds High-Level Business and Investment Engagements with Top Global Industry Leaders in New York,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289375
289377,2026-05-29,Ministry of Agriculture & Farmers Welfare,Union Minister Shri Shivraj Singh Chouhan Leads States in Kharif Campaign 2026 Strategy Meet,according to him,1,1,according to him,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289377
289382,2026-05-29,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation Shri Amit Shah interacts with personnel at G-7 Border Out Post, situated along India-Pakistan border in Bhuj, Gujarat, and inaugurates the G-7 and G-13 Border Out Posts",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289382
289383,2026-05-29,Ministry of Earth Science,"Union Minister Dr. Jitendra Singh inaugurates India’s first 'SkyCast' System at IGI Airport New Delhi; says India enters a new era of fog-free, weather-smart aviation",artificial intelligence,0,2,artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289383
289385,2026-05-29,Ministry of Information & Broadcasting,IIMC launches AI academy in Media & Entertainment to build future-ready AI capabilities in Indian Media,AI,0,2,AI | google’s,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289385
289390,2026-05-29,Ministry of Finance,"Secretary, Department Financial Services reviews performance of Public Sector Banks for FY 2025–26",redressal systems,1,1,redressal systems,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289390
289392,2026-05-29,NITI Aayog,NITI Aayog releases “Future of India’s Semiconductor Industry” Roadmap,AI,0,2,AI | societal outcomes,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289392
289393,2026-05-29,Ministry of Skill Development and Entrepreneurship,"Team India Shines at Taipei Capital Cup 2026, Secures Two Silver Medals and Three Merit Awards Across Emerging and Industry-Driven Skills",Automobile,1,3,Automobile | hub for skilled | worldskills,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289393
289401,2026-05-29,Ministry of Petroleum & Natural Gas,Inter-Ministerial Briefing on Recent Developments in West Asia,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289401
289402,2026-05-29,"Ministry of Fisheries, Animal Husbandry & Dairying","High – Level Dialogue on Development of Fisheries and Aquaculture in BRICS-Agricultural Working Group, under India’s Chairship.",AI,0,4,AI | artificial intelligence | smart | big data,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289402
289404,2026-05-29,Ministry of Commerce & Industry,NICDC Holds Workshop on BHAVYA Scheme and NTH–BIS Testing Infrastructure in New Delhi,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289404
289406,2026-05-29,Ministry of Agriculture & Farmers Welfare,Press Conference by Union Agriculture Minister Shri Shivraj Singh Chouhan at the National Kharif Conference in Delhi,according to him,1,1,according to him,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289406
289408,2026-05-29,Ministry of Power,Power Minister Shri Manohar Lal reviews Power Sector in Mizoram,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289408
289409,2026-05-29,Ministry of Shipping,"India Unveils Port Performance Index, Maritime Digital Reforms to Boost Global Competitiveness",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289409
289426,2026-05-30,"Ministry of Personnel, Public Grievances & Pensions",Minister of State (PP) Dr Jitendra Singh launches the CPGRAMS AI-enabled Voice 'Chatbot' ‘Samadhan Didi’; terms it as Democratization of Public Grievance Mechanism in India,AI,0,7,AI | artificial intelligence | chatbot | Bhashini | diverse linguistic backgrounds | across indian languages | linguistic backgrounds,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289426
289432,2026-05-30,Ministry of Civil Aviation,Digi Yatra crosses 10 crore usage across 38 airports,AI,0,2,AI | digital twins,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289432
289445,2026-05-31,Prime Minister's Office,English rendering of PM’s address in the 134th Episode of Mann Ki Baat on 31.05.2026,stick,1,1,stick,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289445
289453,2026-05-31,Ministry of Science & Technology,12 years of technological transformation has laid the foundation of 2047: Dr Jitendra Singh,AI,0,4,AI | artificial intelligence | IndiaAI | computing infrastructure,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289453
289458,2026-05-31,Ministry of Power,Union Minister Shri Manohar Lal reviews Power Sector and Urban Development Schemes with Tripura Government,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289458
289470,2026-06-01,Ministry of Labour & Employment,ESIC Launches Centralized Online Patient Feedback System Across Hospitals and Dispensaries to Ensure Patient-Centric Healthcare,automated,0,2,automated | multilingual support,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289470
289475,2026-06-01,Ministry of Commerce & Industry,India and Oman energize a new Trade Gateway through a landmark Comprehensive Economic Partnership Agreement (CEPA),smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289475
289478,2026-06-01,"Ministry of Fisheries, Animal Husbandry & Dairying","High-Level Dialogue on Advanced Livestock Technology and Feed Systems (ALT&FS) in BRICS held under India's BRICS Chairship, 2026",systems innovation,1,1,systems innovation,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289478
289484,2026-06-01,Ministry of Housing and Urban Poverty Alleviation,India to host 13th BRICS Urbanisation Forum in New Delhi on 11–12 June 2026,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289484
289486,2026-06-01,Ministry of Petroleum & Natural Gas,Inter-Ministerial Briefing on Recent Developments in West Asia,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289486
289488,2026-06-01,Ministry of Culture,"India to Host Second BRICS Culture Working Group Meeting in Varanasi on June 4-5, 2026",AI,0,3,AI | artificial intelligence | ethical use,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289488
289489,2026-06-01,Ministry of Electronics & IT,Digital India BHASHINI Division (DIBD) and Department for Promotion of Industry and Internal Trade (DPIIT) Sign MoU to Strengthen Multilingual Access Across India's Investment Ecosystem,AI,0,12,AI | Bhashini | language model | multilingual access | across indian languages | inferences | multilingual digital | platforms and institutions | language technology | india's national initiative | model development | enabled technologies,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289489
289491,2026-06-01,Ministry of Jal Shakti,National Workshop on R&D in Water Charts Future Roadmap for Research-Led Water Security,artificial intelligence,0,3,artificial intelligence | innovation network | potential to accelerate,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289491
289498,2026-06-01,Ministry of Skill Development and Entrepreneurship,"India Skills Accelerator Roundtable Brings Together Government, Industry and Global Leaders to Chart Roadmap for Closing Skills Gaps and Strengthening India's Position as a Global Talent Hub",artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289498
289508,2026-06-02,Ministry of Power,Shri Manohar Lal reviews Power Sector issues in the State of Haryana,smart,0,3,smart | automated | metering works,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289508
289515,2026-06-02,Ministry of Human Resource Development,"Department of Higher Education, Ministry of Education launches applications for the Prime Minister Research Chair (PMRC) Scheme 2026",AI,0,2,AI | hyderabad iit,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289515
289516,2026-06-02,Ministry of Science & Technology,"Union Minister Dr Jitendra Singh, Thuringia Minister-President Mario Voigt Discuss Quantum Communication, Photonics and Industry-Led Deep-Tech Partnership",artificial intelligence,0,4,artificial intelligence | IndiaAI | optical communication | space capabilities,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289516
289518,2026-06-02,Ministry of Health and Family Welfare,Union Health Minister Shri J.P. Nadda Addresses 2nd Convocation Ceremony of AIIMS Bathinda,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289518
289520,2026-06-02,PIB Headquarters,From Welfare to Women-Led Development,AI,0,3,AI | artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289520
289525,2026-06-02,Ministry of Tribal Affairs,National Conclave on Strengthening of Integrated Tribal Development Agencies and Integrated Tribal Development Projects at Vigyan Bhawan on 3 June 2026,robotics,1,1,robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289525
289527,2026-06-02,Ministry of Information & Broadcasting,"WAVES OTT Crosses 1 Crore Users, Strengthening India's Public Service Digital Media Ecosystem",WAVES OTT,1,1,WAVES OTT,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289527
289532,2026-06-02,Ministry of Electronics & IT,"Digital India BHASHINI Division, Current AI and Kalpa Impact Launch VYOMA Innovation Challenge to Advance Multilingual Edge AI Innovation",AI,0,13,AI | intelligent | Bhashini | IndiaAI | across indian languages | inferences | low resource | multilingual digital | language accessibility | platforms and institutions | language technology | india's national initiative | conversational,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289532
289543,2026-06-03,PIB Headquarters,The Middle Class Journey: Progress Powered by Policy,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289543
289552,2026-06-03,Ministry of Science & Technology,"India and South Africa agree to scale up bilateral cooperation in future technologies, with Artificial Intelligence, Digital Infrastructure and Advanced Manufacturing as key priorities",artificial intelligence,0,2,artificial intelligence | societal outcomes,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289552
289562,2026-06-03,Cabinet,Cabinet approves Scheme for support to NCRPB for replacement of old trucks and buses in Delhi-NCR area,automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289562
289563,2026-06-03,Ministry of Housing and Urban Poverty Alleviation,Cabinet approves Scheme for support to NCRPB for replacement of old trucks and buses in Delhi-NCR area,automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289563
289575,2026-06-03,Election Commission,ECI Organises International Conference on Global Best Practices for Media in Electoral Campaigns,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289575
289578,2026-06-03,Ministry of Skill Development and Entrepreneurship,"Union Minister Shri Jayant Chaudhary Launches ‘Navachar Mantra’, a National Initiative for Grassroots Innovators and Entrepreneurs",artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289578
289583,2026-06-03,Vice President's Secretariat,Vice-President Releases Book When Audit Matters Edited by Former CAG Shri Vinod Rai,analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289583
289596,2026-06-03,Ministry of Panchayati Raj,42 Panchayats Honoured for Driving Rural Transformation at National Panchayat Awards 2025 Ceremony in New Delhi,AI,0,2,AI | SabhaSaar,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289596
289598,2026-06-03,Ministry of Tribal Affairs,National Conclave on Strengthening ITDAs and ITDPs Charts Roadmap for Tribal Governance Reform towards Viksit Bharat,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289598
289605,2026-06-04,PIB Headquarters,India's Green Transformation,AI,0,2,AI | predictive,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289605
289607,2026-06-04,Ministry of Commerce & Industry,India Emerges as World's Most Trusted Investment Destination: Union Minister of Commerce and Industry Shri Piyush Goyal at Citi India Conference 2026,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289607
289609,2026-06-04,"Ministry of Personnel, Public Grievances & Pensions",17 Projects/ Initiatives selected for the National Awards for e-Governance 2026 across 7 Award categories,AI,0,4,AI | analytics | video surveillance system | based video,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289609
289612,2026-06-04,Ministry of Commerce & Industry,Minister of State for Commerce and Industry Shri Jitin Prasada Inaugurates Global Business Research Conference 2026 at IIFT,artificial intelligence,0,2,artificial intelligence | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289612
289615,2026-06-04,Ministry of Petroleum & Natural Gas,From reducing oil imports to farmer prosperity: Sh. Hardeep Singh Puri launches first Flex-Fuel passenger vehicle,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289615
289621,2026-06-04,Ministry of Science & Technology,Dr Jitendra Singh Announces ANRF Portal for Training in Patent Filing and Research Paper Writing; Reviews Progress of Scientific Departments,startups and researchers,1,1,startups and researchers,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289621
