relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
265765,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on different issues",docking experiment spadex,1,3-gram,robot
265768,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on S&T related issues",docking experiment spadex,1,3-gram,robot
266164,2025-01-16,Department of Space,SpaDeX Mission: Revolutionising Space Exploration,docking experiment spadex,1,3-gram,robot
266183,2025-01-16,Ministry of Science & Technology,"Space docking: ISRO achieved the unbelievable, says Union Minister Jitendra Singh",docking experiment spadex,1,3-gram,robot
267704,2025-02-19,Ministry of Science & Technology,India is no longer just a follower; it is now leading the way in multiple fields: Dr. Jitendra Singh,docking experiment spadex,1,3-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,docking experiment spadex,1,3-gram,robot
264608,2024-12-28,Ministry of Science & Technology,ISRO's year end mission to seek the rare feat of docking or merging or joining together two satellites in Space,experiment spadex,1,2-gram,robot
265613,2024-12-31,Ministry of Science & Technology,"ISRO’s SPADEX Mission: A Giant Leap for India in Space Technology by placing India among global leaders in Space Docking Technology”, Says Union Minister Dr. Jitendra Singh",experiment spadex,1,2-gram,robot
265765,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on different issues",experiment spadex,1,2-gram,robot
265768,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on S&T related issues",experiment spadex,1,2-gram,robot
266164,2025-01-16,Department of Space,SpaDeX Mission: Revolutionising Space Exploration,experiment spadex,1,2-gram,robot
266183,2025-01-16,Ministry of Science & Technology,"Space docking: ISRO achieved the unbelievable, says Union Minister Jitendra Singh",experiment spadex,1,2-gram,robot
267704,2025-02-19,Ministry of Science & Technology,India is no longer just a follower; it is now leading the way in multiple fields: Dr. Jitendra Singh,experiment spadex,1,2-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,experiment spadex,1,2-gram,robot
252021,2024-01-03,"Ministry of Micro,Small & Medium Enterprises","‘YEAR END REVIEW – 2023’-MINISTRY OF MICRO, SMALL AND MEDIUM ENTERPRISES (MSME)",mission india’s,1,2-gram,robot
255813,2024-05-31,Ministry of Health and Family Welfare,NIMHANS bags the Nelson Mandela Award for Health Promotion for 2024 by the World Health Organization,mission india’s,1,2-gram,robot
261682,2024-10-27,Ministry of Science & Technology,"Modi 3.0 ""science push"" aimed at realising ""Viksit Bharat"", says Minister Dr Jitendra Singh",mission india’s,1,2-gram,robot
262442,2024-11-18,Prime Minister's Office,"Prime Minister's Remarks at the G20 Session on ""Social Inclusion and the Fight Against Hunger and Poverty”",mission india’s,1,2-gram,robot
263383,2024-12-05,Ministry of Earth Science,PARLIAMENT QUESTION: VIKSIT BHARAT,mission india’s,1,2-gram,robot
265640,2025-01-01,Ministry of Science & Technology,"2025 will witness India assuming critical role in Global Biotechnology revolution; India’s 1st Biotechnology policy- BIO-E3 brought by Modi Govt 3.0 has already paved the way for it, says Science Minister Dr. Jitendra Singh",mission india’s,1,2-gram,robot
266691,2025-01-30,Ministry of Electronics & IT,"With robust and high end Common computing facility in place, India all set to launch its own safe & secure indigenous AI model at affordable cost soon: Shri Ashwini Vaishnaw",mission india’s,1,2-gram,robot
266696,2025-01-30,Ministry of Electronics & IT,"With robust and high end Common computing facility in place, India all set to launch its own safe & secure indigenous AI model at affordable cost soon: Shri Ashwini Vaishnaw",mission india’s,1,2-gram,robot
268304,2025-03-08,Ministry of Science & Technology,"Dr. Jitendra Singh says, “India's Space technology is no longer confined only to the launch of rockets, but is also playing a major role in revolutionising governance by supplementing transparency, grievance redressal and citizen participation”",mission india’s,1,2-gram,robot
268315,2025-03-08,Ministry of Science & Technology,"Dr Jitendra Singh says, India’s Space technology is no longer confined only to the launch of rockets, but is also playing a major role in revolutionising governance by supplementing transparency, grievance redressal and citizen participation.",mission india’s,1,2-gram,robot
268704,2025-03-17,Ministry of Science & Technology,National Quantum Mission: India's Quantum Leap,mission india’s,1,2-gram,robot
270346,2025-04-18,Department of Space,International Space mission carrying Indian astronaut scheduled for next month: Dr Jitendra Singh,mission india’s,1,2-gram,robot
273064,2025-07-22,Ministry of Textiles,PARLIAMENT QUESTION: FIREFIGHTING SUITS UNDER NTTM,mission india’s,1,2-gram,robot
273075,2025-07-22,Ministry of Textiles,FIREFIGHTING SUITS UNDER THE NATIONAL TECHNICAL TEXTILES MISSION (NTTM),mission india’s,1,2-gram,robot
275123,2025-08-21,Department of Space,"""Shubhanshu's Space voyage vindicates the vision of an Atmanirbhar and Vishwabandhu Bharat"": Dr Jitendra Singh",mission india’s,1,2-gram,robot
275937,2025-09-13,Ministry of Culture,“Gyan Bharatam” will revive India’s manuscript heritage as a living legacy and usher in a cultural renaissance : Shri Gajendra Singh Sekhawat,mission india’s,1,2-gram,robot
277922,2025-10-26,PIB Headquarters,Building a Viksit Bharat with 6G,mission india’s,1,2-gram,robot
289109,2026-05-21,Ministry of Youth Affairs and Sports,Mega 75th Edition of Fit India Sundays on Cycle to celebrate Commonwealth Games Day Nationwide; Ahmedabad to Lead India’s Grand Fitness Tribute to CWG 2030,mission india’s,1,2-gram,robot
290898,2026-07-06,PIB Headquarters,Ayushman Bharat Digital Mission,mission india’s,1,2-gram,robot
291634,2026-07-22,Ministry of Electronics & IT,"Government Approves 2 Electronics Manufacturing Clusters (EMCs) in Tamil Nadu at Manallur (474.3 Acres) & Pillapaikkam (379.3 Acres); Projects worth ?1,012 Cr to Boost Electronics Manufacturing",mission india’s,1,2-gram,robot
291975,2026-07-27,Ministry of Electronics & IT,"Safe & Trusted AI Pillar under IndiaAI Mission Strengthens Citizen Trust through Secure, Fair and Responsible AI Solutions",mission india’s,1,2-gram,robot
256276,2024-06-20,Department of Space,"200 times increase in Space StartUps in just two years,” says Union Minister Dr. Jitendra Singh",space docking experiment,1,3-gram,robot
264608,2024-12-28,Ministry of Science & Technology,ISRO's year end mission to seek the rare feat of docking or merging or joining together two satellites in Space,space docking experiment,1,3-gram,robot
265613,2024-12-31,Ministry of Science & Technology,"ISRO’s SPADEX Mission: A Giant Leap for India in Space Technology by placing India among global leaders in Space Docking Technology”, Says Union Minister Dr. Jitendra Singh",space docking experiment,1,3-gram,robot
265765,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on different issues",space docking experiment,1,3-gram,robot
265768,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on S&T related issues",space docking experiment,1,3-gram,robot
266164,2025-01-16,Department of Space,SpaDeX Mission: Revolutionising Space Exploration,space docking experiment,1,3-gram,robot
266183,2025-01-16,Ministry of Science & Technology,"Space docking: ISRO achieved the unbelievable, says Union Minister Jitendra Singh",space docking experiment,1,3-gram,robot
266536,2025-01-25,President's Secretariat,ADDRESS TO THE NATION BY THE HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF REPUBLIC DAY 2025,space docking experiment,1,3-gram,robot
267704,2025-02-19,Ministry of Science & Technology,India is no longer just a follower; it is now leading the way in multiple fields: Dr. Jitendra Singh,space docking experiment,1,3-gram,robot
281029,2025-12-17,Department of Space,Department of Space - Year End Review 2025,space docking experiment,1,3-gram,robot
281095,2025-12-18,Department of Space,PARLIAMENT QUESTION: FUNDS FOR ISRO PROJECTS,space docking experiment,1,3-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,space docking experiment,1,3-gram,robot
256276,2024-06-20,Department of Space,"200 times increase in Space StartUps in just two years,” says Union Minister Dr. Jitendra Singh",docking experiment,1,2-gram,robot
264608,2024-12-28,Ministry of Science & Technology,ISRO's year end mission to seek the rare feat of docking or merging or joining together two satellites in Space,docking experiment,1,2-gram,robot
265613,2024-12-31,Ministry of Science & Technology,"ISRO’s SPADEX Mission: A Giant Leap for India in Space Technology by placing India among global leaders in Space Docking Technology”, Says Union Minister Dr. Jitendra Singh",docking experiment,1,2-gram,robot
265765,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on different issues",docking experiment,1,2-gram,robot
265768,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on S&T related issues",docking experiment,1,2-gram,robot
266164,2025-01-16,Department of Space,SpaDeX Mission: Revolutionising Space Exploration,docking experiment,1,2-gram,robot
266183,2025-01-16,Ministry of Science & Technology,"Space docking: ISRO achieved the unbelievable, says Union Minister Jitendra Singh",docking experiment,1,2-gram,robot
266536,2025-01-25,President's Secretariat,ADDRESS TO THE NATION BY THE HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF REPUBLIC DAY 2025,docking experiment,1,2-gram,robot
267704,2025-02-19,Ministry of Science & Technology,India is no longer just a follower; it is now leading the way in multiple fields: Dr. Jitendra Singh,docking experiment,1,2-gram,robot
281029,2025-12-17,Department of Space,Department of Space - Year End Review 2025,docking experiment,1,2-gram,robot
281095,2025-12-18,Department of Space,PARLIAMENT QUESTION: FUNDS FOR ISRO PROJECTS,docking experiment,1,2-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,docking experiment,1,2-gram,robot
255662,2024-05-17,Ministry of Skill Development and Entrepreneurship,Breaking Barriers: Women Shine at IndiaSkills 2024,water technology,1,2-gram,robot
257702,2024-07-29,Ministry of Jal Shakti,"CWC wins GEEF Global WaterTech Award, under the category ‘Water Department of the Year’, at Global Water Tech Summit - 2024",water technology,1,2-gram,robot
259585,2024-09-11,Ministry of Skill Development and Entrepreneurship,"Shri Jayant Chaudhary, Minister of State (Independent Charge), Ministry of Skill Development and Entrepreneurship and Minister of State, Ministry of Education, GoI, attends the grand opening ceremony held in Lyon at the LDLC Centre",water technology,1,2-gram,robot
259788,2024-09-16,Ministry of Skill Development and Entrepreneurship,"India Shines at WorldSkills Lyon 2024, in France: Wins 16 Medals and Medallions of Excellence",water technology,1,2-gram,robot
262429,2024-11-18,Ministry of Science & Technology,IIT Ropar’s Role in Shaping a Self-Reliant Bharat Highlighted at VIVIBHA 2024,water technology,1,2-gram,robot
263638,2024-12-10,Ministry of Science & Technology,IIT Ropar's iHub AWaDH Unveils Cost-Effective Bluetooth Low Energy Gateway with Advanced Data Security to revolutionize IoT applications across various sectors,water technology,1,2-gram,robot
263740,2024-12-11,Ministry of Science & Technology,PARLIAMENT QUESTION: ESTABLISHMENT OF ADVANCE RESEARCH LABORATORIES,water technology,1,2-gram,robot
264470,2024-12-24,Department of Atomic Energy,Department of Atomic Energy Year End Review 2024,water technology,1,2-gram,robot
264471,2024-12-24,Ministry of Science & Technology,Department of Science and Technology Year End Review 2024,water technology,1,2-gram,robot
264571,2024-12-27,Ministry of Science & Technology,Council of Scientific and Industrial Research (CSIR) Year End Review 2024,water technology,1,2-gram,robot
266498,2025-01-25,Ministry of Jal Shakti,"Year End Review 2024: Department of Water Resources, River Development and Ganga Rejuvenation",water technology,1,2-gram,robot
267277,2025-02-10,Ministry of Commerce & Industry,India-Israel Business & CEO Forums to Strengthen Bilateral Economic Ties,water technology,1,2-gram,robot
269400,2025-03-27,Ministry of Science & Technology,PARLIAMENT QUESTION: lEVERAGING SCIENCE AND TECHNOLOGY FOR NATION BUILDING,water technology,1,2-gram,robot
280350,2025-12-10,Department of Atomic Energy,PARLIAMENT QUESTION: FINANCIAL AND OPERATIONAL STRUCTURES FOR SMR DEPLOYMENT,water technology,1,2-gram,robot
280951,2025-12-17,Department of Atomic Energy,PARLIAMENT QUESTION: USE OF NUCLEAR TECHNOLOGY FOR WATER PURIFICATION IN FLOOD-AFFECTED AREAS,water technology,1,2-gram,robot
282673,2026-01-23,Ministry of Skill Development and Entrepreneurship,Year End Review 2025 : Ministry of Skill Development and Entrepreneurship,water technology,1,2-gram,robot
285626,2026-03-11,Department of Atomic Energy,PARLIAMENT QUESTION: NUCLEAR TECHNOLOGY FOR WATER PURIFICATION IN FLOOD-AFFECTED AREAS IN ASSAM,water technology,1,2-gram,robot
287924,2026-04-16,Department of Atomic Energy,"India positioning itself as a global player in clean energy; there is an integrated push on hydrogen, nuclear and innovation: Dr. Jitendra Singh",water technology,1,2-gram,robot
287927,2026-04-16,Ministry of Earth Science,"India positioning itself as a global player in clean energy; there is an integrated push on hydrogen, nuclear and innovation: Dr. Jitendra Singh",water technology,1,2-gram,robot
255662,2024-05-17,Ministry of Skill Development and Entrepreneurship,Breaking Barriers: Women Shine at IndiaSkills 2024,design technology,1,2-gram,robot
259585,2024-09-11,Ministry of Skill Development and Entrepreneurship,"Shri Jayant Chaudhary, Minister of State (Independent Charge), Ministry of Skill Development and Entrepreneurship and Minister of State, Ministry of Education, GoI, attends the grand opening ceremony held in Lyon at the LDLC Centre",design technology,1,2-gram,robot
259712,2024-09-13,"Ministry of Micro,Small & Medium Enterprises","To take the ‘New Khadi of New India’ to new heights, KVIC-NIFT signed the ‘Centre of Excellence for Khadi-2.0’ (CoEK-2.0) MoU",design technology,1,2-gram,robot
259788,2024-09-16,Ministry of Skill Development and Entrepreneurship,"India Shines at WorldSkills Lyon 2024, in France: Wins 16 Medals and Medallions of Excellence",design technology,1,2-gram,robot
259927,2024-09-18,Ministry of New and Renewable Energy,"Every individual has a big role to play in climate action, energy must be consumed optimally: Vice-president Shri Jagdeep Dhankar",design technology,1,2-gram,robot
267880,2025-02-25,Ministry of Tribal Affairs,TRIFED signs MoUs with National Institute of Fashion Technology and Himachal Pradesh Horticulture Produce Marketing and Processing Corporation Ltd for facilitating tribal entrepreneurship,design technology,1,2-gram,robot
270135,2025-04-11,Ministry of Textiles,The Magic of Indian Silk,design technology,1,2-gram,robot
273398,2025-07-25,Ministry of Electronics & IT,India’s Semiconductor Vision Gathers Momentum with 3nm Chip Design and Large-Scale Talent Development Initiatives,design technology,1,2-gram,robot
278450,2025-11-06,Ministry of Skill Development and Entrepreneurship,DGT and Autodesk Join Hands to Enhance Design and Make Skills for India’s Vocational Workforce,design technology,1,2-gram,robot
279486,2025-11-29,Ministry of Skill Development and Entrepreneurship,Union Minister Shri Jayant Chaudhary launches SportEdge Meerut to strengthen India’s sports goods industry,design technology,1,2-gram,robot
279521,2025-11-30,Ministry of Skill Development and Entrepreneurship,"India Finishes Strong at WorldSkills Asia Competition 2025, Secures 8th Rank in Its First-Ever Participation",design technology,1,2-gram,robot
279567,2025-12-01,Ministry of Commerce & Industry,President of India Smt. Droupadi Murmu Confers Certificates to the Graduating Students of the Footwear Design and Development Institute,design technology,1,2-gram,robot
281993,2026-01-08,Ministry of Skill Development and Entrepreneurship,"Jayant Chaudhary, MoS (I/C), MSDE inaugurates state-of-the-art Girls’ Hostel at NSTI (Women), Panipat to boost womens’ skilling and residential access",design technology,1,2-gram,robot
282673,2026-01-23,Ministry of Skill Development and Entrepreneurship,Year End Review 2025 : Ministry of Skill Development and Entrepreneurship,design technology,1,2-gram,robot
284926,2026-02-26,PIB Headquarters,Travelling Across the Industrial Corridors of India,design technology,1,2-gram,robot
285588,2026-03-11,Ministry of Textiles,Union Minister of Textiles launches Bharat Tex 2026,design technology,1,2-gram,robot
288238,2026-04-24,Ministry of Skill Development and Entrepreneurship,NCVET & Department of Employment and Training (DET) Telangana sign agreement for NCVET Recognition as Awarding Body (AB - Dual),design technology,1,2-gram,robot
288422,2026-04-30,PIB Headquarters,A New Era of Online Gaming Governance,design technology,1,2-gram,robot
290363,2026-06-21,Ministry of Skill Development and Entrepreneurship,15 Skilled Youth to Represent Team India at the Global Skills Challenge 2026 in Australia Ahead of WorldSkills Shanghai 2026; MSDE Extends Best Wishes,design technology,1,2-gram,robot
290634,2026-06-29,Ministry of Skill Development and Entrepreneurship,"Team India Clinches 3 Gold, 1 Silver and 1 Bronze at Global Skills Challenge Australia 2026, Boosts WorldSkills Shanghai Preparations",design technology,1,2-gram,robot
290991,2026-07-08,Ministry of Textiles,Handloom Hackathon 2026 launched to foster innovation and technology-driven solutions in handloom sector,design technology,1,2-gram,robot
256387,2024-06-22,Ministry of Skill Development and Entrepreneurship,32 Young Healthcare Professionals felicitated for completing German Language Training Program under Skill India International,hub for skilled,1,3-gram,robot
259276,2024-09-03,Ministry of Skill Development and Entrepreneurship,"‘You are already winners, your talents will attract global industries’ says Shri Jayant Chaudhary, Minister of State (I/C), Ministry of Skill Development and Entrepreneurship as the nation sends off 60 participants for WorldSkills 2024 in France",hub for skilled,1,3-gram,robot
259277,2024-09-03,Ministry of Skill Development and Entrepreneurship,"‘You are already winners, your talents will attract global industries’ says Shri Jayant Chaudhary, Minister of State (I/C), Ministry of Skill Development and Entrepreneurship as the nation sends off 60 participants for WorldSkills 2024 in France",hub for skilled,1,3-gram,robot
259436,2024-09-07,Ministry of Skill Development and Entrepreneurship,"WorldSkills 2024: 60-member contingent of Team India reaches Lyon, France to compete in the largest international skilling competition in France",hub for skilled,1,3-gram,robot
259585,2024-09-11,Ministry of Skill Development and Entrepreneurship,"Shri Jayant Chaudhary, Minister of State (Independent Charge), Ministry of Skill Development and Entrepreneurship and Minister of State, Ministry of Education, GoI, attends the grand opening ceremony held in Lyon at the LDLC Centre",hub for skilled,1,3-gram,robot
260253,2024-09-24,Ministry of Skill Development and Entrepreneurship,4400 candidates get job offer letters at Bijnor Kaushal Mahotsav; Jayant Chaudhary felicitates young achievers,hub for skilled,1,3-gram,robot
261569,2024-10-24,Ministry of Skill Development and Entrepreneurship,Union Minister Shri Jayant Chaudhary felicitates WorldSkills 2024 winners,hub for skilled,1,3-gram,robot
262482,2024-11-19,Ministry of Skill Development and Entrepreneurship,"Over 2,400 youth secure jobs at Bharatpur Kaushal Mahotsav",hub for skilled,1,3-gram,robot
269478,2025-03-28,Ministry of Skill Development and Entrepreneurship,"Centre & Uttar Pradesh Strengthen Skill Development Ties ?60,000 Cr ITI Upgradation Scheme in Focus",hub for skilled,1,3-gram,robot
278450,2025-11-06,Ministry of Skill Development and Entrepreneurship,DGT and Autodesk Join Hands to Enhance Design and Make Skills for India’s Vocational Workforce,hub for skilled,1,3-gram,robot
279521,2025-11-30,Ministry of Skill Development and Entrepreneurship,"India Finishes Strong at WorldSkills Asia Competition 2025, Secures 8th Rank in Its First-Ever Participation",hub for skilled,1,3-gram,robot
282590,2026-01-22,Ministry of Skill Development and Entrepreneurship,MSDE Signs Landmark MoU with the World Economic Forum (WEF) to Deepen Cooperation in Vocational Education and Training,hub for skilled,1,3-gram,robot
282673,2026-01-23,Ministry of Skill Development and Entrepreneurship,Year End Review 2025 : Ministry of Skill Development and Entrepreneurship,hub for skilled,1,3-gram,robot
283167,2026-02-01,Ministry of Health and Family Welfare,"Union Budget 2026–27: ? 1,05,530.42 Crore Allocated to Ministry of Health and Family Welfare, Registering an 8.96% Rise from Revised Estimates of FY 2025–26",hub for skilled,1,3-gram,robot
283171,2026-02-01,Ministry of Health and Family Welfare,"Union Budget 2026–27: ? 1,06,530.42 Crore Allocated to Ministry of Health and Family Welfare, Registering nearly 10% Rise from Revised Estimates of FY 2025–26",hub for skilled,1,3-gram,robot
283173,2026-02-01,Ministry of Health and Family Welfare,"Union Budget 2026–27: ? 1,06,530.42 Crore Allocated to Ministry of Health and Family Welfare, Registering nearly 10% Rise from Revised Estimates of FY 2025–26",hub for skilled,1,3-gram,robot
285274,2026-03-06,Ministry of Skill Development and Entrepreneurship,"DGT, MSDE Signs Flexi-MoU with Bajaj Auto Ltd. to train Youth in Advanced Automotive Manufacturing Under Industry-Integrated Skilling Model",hub for skilled,1,3-gram,robot
287084,2026-03-29,Ministry of Skill Development and Entrepreneurship,"IndiaSkills National Competition 2025–26 Kicks Off in Greater Noida, Showcasing India’s Finest Skilled Talent",hub for skilled,1,3-gram,robot
287449,2026-04-02,Ministry of Skill Development and Entrepreneurship,"???????IndiaSkills National Competition 2025–26 Concludes in Greater Noida, Celebrating Excellence and Aspirations of India’s Skilled Youth",hub for skilled,1,3-gram,robot
288886,2026-05-15,Prime Minister's Office,List of Outcomes: Prime Minister’s Visit to the UAE,hub for skilled,1,3-gram,robot
288889,2026-05-15,Prime Minister's Office,Prime Minister’s visit to the United Arab Emirates,hub for skilled,1,3-gram,robot
288909,2026-05-15,PIB Headquarters,Prime Minister’s Visit to the UAE,hub for skilled,1,3-gram,robot
289393,2026-05-29,Ministry of Skill Development and Entrepreneurship,"Team India Shines at Taipei Capital Cup 2026, Secures Two Silver Medals and Three Merit Awards Across Emerging and Industry-Driven Skills",hub for skilled,1,3-gram,robot
289863,2026-06-10,Ministry of Skill Development and Entrepreneurship,"???????Ministry of Skill Development and Entrepreneurship completes 12 Years of Skills, Scale and Transformation; Building One of the World's Largest Skilling Ecosystems",hub for skilled,1,3-gram,robot
252724,2024-01-25,President's Secretariat,ADDRESS TO THE NATION BY THE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF REPUBLIC DAY 2024,first human,1,2-gram,robot
253093,2024-02-04,Department of Space,"Woman Robot Astronaut ""Vyommitra"" will fly into Space ahead of ISRO's ambitious “Gaganyaan"" mission, which will be India’s first human manned Space Flight carrying Indian Astronauts into Space",first human,1,2-gram,robot
254145,2024-02-26,Prime Minister's Office,"PM to visit Kerala, Tamil Nadu and Maharashtra on 27-28 February",first human,1,2-gram,robot
254185,2024-02-27,Prime Minister's Office,"PM visits Vikram Sarabhai Space Center (VSSC) in Thiruvananthapuram, Kerala",first human,1,2-gram,robot
254261,2024-02-28,Ministry of Science & Technology,"India has conducted the first human clinical trial of gene therapy for haemophilia A (FVIII deficiency) at Christian Medical College (CMC) Vellore, says Dr. Jitendra Singh",first human,1,2-gram,robot
254560,2024-03-06,Ministry of Science & Technology,"Biomanufacturing and Bio-foundry will drive India’s future bioeconomy and promote ""Green Growth” says Union Minister Dr. Jitendra Singh",first human,1,2-gram,robot
256042,2024-06-11,Ministry of Science & Technology,"Action plan for first 100 days to continue India's progress under the leadership of PM Shri Narendra Modi, says Dr. Jitendra Singh while assuming charge as the Union Minister of Science & Technology (Independent charge)",first human,1,2-gram,robot
258659,2024-08-14,President's Secretariat,ADDRESS TO THE NATION BY THE HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF THE 78TH INDEPENDENCE DAY,first human,1,2-gram,robot
258818,2024-08-20,Ministry of Science & Technology,"Chief of Naval Staff, Admiral Dinesh Kumar Tripathi called on Union Minister Dr. Jitendra Singh",first human,1,2-gram,robot
260854,2024-10-06,Department of Space,"Rs 1,000 cr earmarked for Venture Fund to Space StartUps, says union Minister Jitendra Singh",first human,1,2-gram,robot
260947,2024-10-09,Ministry of Science & Technology,"India’s emergence as a hub for affordable, high-quality medicines is truly commendable: Union Minister Dr Jitendra Singh",first human,1,2-gram,robot
261087,2024-10-14,Ministry of Science & Technology,Dr Jitendra Singh addresses 11th India Sweden Innovation Day;,first human,1,2-gram,robot
261682,2024-10-27,Ministry of Science & Technology,"Modi 3.0 ""science push"" aimed at realising ""Viksit Bharat"", says Minister Dr Jitendra Singh",first human,1,2-gram,robot
266433,2025-01-23,Ministry of Earth Science,India’s Deep Ocean Mission Gains Momentum: Human Submersible to Launch This Year,first human,1,2-gram,robot
268304,2025-03-08,Ministry of Science & Technology,"Dr. Jitendra Singh says, “India's Space technology is no longer confined only to the launch of rockets, but is also playing a major role in revolutionising governance by supplementing transparency, grievance redressal and citizen participation”",first human,1,2-gram,robot
268315,2025-03-08,Ministry of Science & Technology,"Dr Jitendra Singh says, India’s Space technology is no longer confined only to the launch of rockets, but is also playing a major role in revolutionising governance by supplementing transparency, grievance redressal and citizen participation.",first human,1,2-gram,robot
268876,2025-03-19,Department of Space,"India Plans Chandrayaan-4 Mission with Advanced Docking, Lunar Sample Collection: Dr. Jitendra Singh in Lok Sabha",first human,1,2-gram,robot
270006,2025-04-07,Ministry of Electronics & IT,"India launches first Digital Threat Report 2024 to support cybersecurity in the Banking, Financial Services and Insurance (BFSI) sector",first human,1,2-gram,robot
270346,2025-04-18,Department of Space,International Space mission carrying Indian astronaut scheduled for next month: Dr Jitendra Singh,first human,1,2-gram,robot
270805,2025-05-06,Department of Space,"India’s first human Space mission ""Gaganyaan"" programme has entered its final phase: Dr. Jitendra Singh",first human,1,2-gram,robot
270823,2025-05-07,Prime Minister's Office,Prime Minister Shri Narendra Modi addresses the Global Conference on Space Exploration (GLEX) 2025,first human,1,2-gram,robot
270824,2025-05-07,Prime Minister's Office,Text of PM’s address at the Global Conference on Space Exploration via video message,first human,1,2-gram,robot
271551,2025-06-03,Department of Space,"“Indian Astronaut Grp Capt. Shubanshu Shukla to Study physical, cognitive and physiological responses in Space, as also the Cognitive Impact of continuous Electronic Displays in Microgravity” says Union Minister Dr. Jitendra Singh",first human,1,2-gram,robot
275224,2025-08-23,Department of Space,"An Indian will announce 'Viksit Bharat 2047' from the surface of Moon in 2040, and this will send a message around the universe that India has arrived: Dr Jitendra Singh",first human,1,2-gram,robot
279772,2025-12-03,Department of Space,"Successfully conducted Integrated Main Parachute Airdrop Test (IMAT) marks ISRO's preparatory readiness for India’s first human Space mission ""Gaganyaan"", Dr. Jitendra Singh Informs Parliament",first human,1,2-gram,robot
279826,2025-12-04,PIB Headquarters,From Strategic Partnership to Special and Privileged Bond: India-Russia Relations at a Glance,first human,1,2-gram,robot
280890,2025-12-16,Ministry of Science & Technology,Achievements of Department of Biotechnology- Year Ender 2025,first human,1,2-gram,robot
284845,2026-02-24,Ministry of Science & Technology,"To mark the 40th Foundation Day of Department of Biotechnology, Union Minister Dr Jitendra Singh launches “SUJVIKA” AI driven Biotech Product Data Portal, developed in collaboration with Industry partners ABLE",first human,1,2-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,first human,1,2-gram,robot
256276,2024-06-20,Department of Space,"200 times increase in Space StartUps in just two years,” says Union Minister Dr. Jitendra Singh",space docking,1,2-gram,robot
264608,2024-12-28,Ministry of Science & Technology,ISRO's year end mission to seek the rare feat of docking or merging or joining together two satellites in Space,space docking,1,2-gram,robot
265613,2024-12-31,Ministry of Science & Technology,"ISRO’s SPADEX Mission: A Giant Leap for India in Space Technology by placing India among global leaders in Space Docking Technology”, Says Union Minister Dr. Jitendra Singh",space docking,1,2-gram,robot
265765,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on different issues",space docking,1,2-gram,robot
265768,2025-01-04,Ministry of Science & Technology,"Union Minister Dr. Jitendra Singh hosted luncheon for journalists and Media persons in New Delhi, seeks informal feedback on S&T related issues",space docking,1,2-gram,robot
265779,2025-01-05,Ministry of Science & Technology,"CSIR's Indigenously developed ""Paracetamol"" announced by Science & Technology Minister Dr. Jitendra Singh",space docking,1,2-gram,robot
266156,2025-01-16,Prime Minister's Office,Prime Minister congratulates ISRO for the successful demonstration of space docking of satellites,space docking,1,2-gram,robot
266164,2025-01-16,Department of Space,SpaDeX Mission: Revolutionising Space Exploration,space docking,1,2-gram,robot
266183,2025-01-16,Ministry of Science & Technology,"Space docking: ISRO achieved the unbelievable, says Union Minister Jitendra Singh",space docking,1,2-gram,robot
266273,2025-01-19,Prime Minister's Office,English rendering of PM’s address in the 118th Episode of 'Mann ki Baat' on 19.01.2025,space docking,1,2-gram,robot
